origen_stop,dest_stop,lines
349,1698,['00381']
1703,404,['00381']
7370,7339,"['00381', '038D1']"
1491,1493,['01231']
1493,1482,['01231']
1482,1494,['01231']
1494,1495,['01231']
1495,1496,['01231']
1496,1499,['01231']
1499,1485,['01231']
1485,4518,['01231']
4518,509,['01231']
509,510,['01231']
510,511,['01231']
511,513,['01231']
513,4513,['01231']
4513,272,['01231']
272,335,['01231']
335,1278,['01231']
1278,1492,['01231']
1492,1934,['01231']
1934,1935,['01231']
1937,1515,['01231']
1515,1938,['01231']
1941,4516,['01231']
4516,1369,['01231']
1369,1370,"['01231', '00680', '068A0']"
1370,1371,"['01231', '00680', '068A0']"
1371,1454,['01231']
1454,1455,['01231']
1455,1453,['01231']
1453,1456,['01231']
1456,1457,['01231']
1457,1458,['01231']
1458,1459,['01231']
1459,1460,['01231']
1460,1462,['01231']
1462,5149,['01231']
5149,1419,"['01231', '01220']"
1419,6094,"['01231', '01220']"
6094,2102,['01231']
2103,7154,['01231']
7154,7153,['01231']
7153,6056,['01231']
3691,3572,"['041C1', '01020']"
3572,3701,"['041C1', '01020']"
3701,3702,"['041C1', '01020']"
3702,4843,['041C1']
4843,3088,['041C1']
3088,3704,['041C1']
3704,3705,['041C1']
3705,4905,['041C1']
4905,733,['041C1']
733,7655,['041C1']
4906,6015,['041C1']
6015,4907,['041C1']
4907,5029,['041C1']
5029,4908,['041C1']
4908,5028,['041C1']
5028,4909,['041C1']
4909,4921,"['041C1', '041A1', '041X1']"
4921,3696,['041C1']
3696,4922,['041C1']
4922,3697,['041C1']
3697,4923,['041C1']
4923,3698,['041C1']
3698,4924,['041C1']
4924,3699,['041C1']
3699,7593,"['041C1', '041A1', '041B1']"
7593,4958,['041C1']
4958,3885,['041C1']
3885,3752,['041C1']
3751,1631,['041C1']
1631,3689,['041C1']
3689,5053,['041C1']
5053,1633,"['041C1', '041B1']"
288,1632,['041C1']
4564,3443,['00691']
3443,3444,['00691']
3444,3445,['00691']
3445,3446,['00691']
3446,3447,['00691']
3447,3448,['00691']
3448,3449,['00691']
3449,3436,['00691']
3436,7432,['00691']
7432,3454,['00691']
3454,3455,"['00691', '069X1']"
3455,3456,['00691']
3456,3457,['00691']
3457,3438,['00691']
3438,5022,['00691']
5022,6002,['00691']
6002,5119,['00691']
5119,5120,['00691']
5120,5121,['00691']
5121,5122,['00691']
5122,3461,['00691']
3461,4532,['00691']
4532,4534,['00691']
4534,4535,['00691']
4535,2169,['00691']
2169,4672,['00691']
4673,2172,['00691']
4409,1972,"['00691', '051X1']"
1972,1973,"['00691', '051X1']"
1973,1974,"['00691', '051X1']"
1974,1975,"['00691', '051X1']"
1988,2642,['00691']
2642,7435,"['00691', '051X1']"
2722,1471,['00691']
1471,1472,['00691']
7453,1480,"['00691', '00791', '079A1']"
1480,2912,"['00691', '00791', '079A1']"
2912,1358,"['00691', '00791', '079A1']"
1358,7665,"['00691', '068A1', '00681', '068X1', '069X1']"
7665,2170,['00691']
2806,2808,['00181']
2808,486,['00181']
486,487,['00181']
487,2798,['00181']
2798,2799,['00181']
2799,753,['00181']
754,755,"['00181', '077X1', '066X1', '051D1', '025X1']"
755,849,['00181']
849,850,['00181']
850,851,"['00181', '00110']"
851,2791,['00181']
2791,2793,['00181']
2793,2794,['00181']
2794,1077,['00181']
1077,385,['00181']
385,2479,['00181']
2448,2450,"['00181', '083A0']"
2450,2328,['00181']
2328,2329,"['00181', '01501']"
2329,2331,['00181']
2331,2101,['00181']
2726,2727,"['00181', '01510']"
2727,2105,"['00181', '01510']"
2105,2780,['00181']
2780,2781,['00181']
2781,2782,['00181']
2782,2783,['00181']
2783,2652,['00181']
2652,2653,['00181']
2653,2654,['00181']
2668,5026,['00181']
5026,2672,['00181']
2673,2206,"['00181', '076A0', '00760']"
2206,2207,['00181']
2207,2330,['00181']
2330,2208,['00181']
2208,2807,['00181']
2807,2210,['00181']
2210,2211,['00181']
2211,2212,['00181']
2212,7165,['00181']
7165,4357,['00181']
7340,785,['00370']
4529,7587,['00370']
7587,7588,"['00370', '039A0', '00700']"
7588,329,"['00370', '00700']"
329,1443,"['00370', '00700']"
1445,1647,"['00370', '00390', '039A0', '00700']"
1647,1648,"['00370', '00390', '00700']"
1648,1649,"['00370', '00390', '039A0', '00700']"
1649,1911,"['00370', '00390', '039A0', '00700', '039X0']"
1911,802,['00370']
802,1654,['00370']
1654,1655,['00370']
1655,1656,['00370']
1656,1657,['00370']
1657,4458,['00370']
4458,7576,['00370']
7576,1658,['00370']
1658,1659,['00370']
1659,7586,['00370']
7586,1660,['00370']
1666,1667,"['00370', '070D0']"
1667,1668,"['00370', '070D0']"
1668,1669,"['00370', '070D0']"
1669,1670,"['00370', '070D0']"
1670,1671,"['00370', '070D0']"
1671,1672,"['00370', '070D0']"
1675,7380,['00370']
7380,1676,['00370']
1676,1517,['00370']
1517,1678,['00370']
1678,4520,['00370']
4520,4825,['00370']
4825,784,['00370']
784,7233,['00370']
7233,4573,['00370']
4573,4893,['00370']
4893,4894,['00370']
4894,4895,['00370']
4895,7217,['00370']
7217,7227,['00370']
7227,6172,['00370']
6172,4493,"['00370', '00390']"
4493,4362,"['00370', '00390', '02391', '02201']"
4362,2959,['00370']
2959,1679,['00370']
1679,783,['00370']
1631,1632,"['00160', '041A1', '041B1']"
1632,1633,"['00160', '041A1']"
231,232,"['00160', '016C0', '01041']"
232,233,"['00160', '01041']"
233,234,"['00160', '016C0']"
234,5053,['00160']
5053,235,['00160']
235,1635,['00160']
1635,236,['00160']
236,237,"['00160', '016C0']"
237,213,"['00160', '016C0']"
52,1282,['00160']
1282,4456,"['00160', '01220', '00090', '00680', '068A0']"
1285,262,['00160']
262,270,['00160']
270,1287,['00160']
1287,1288,['00160']
1288,336,['00160']
336,1290,['00160']
1292,1279,['00160']
1279,1293,['00160']
1295,1296,['00160']
1296,1297,['00160']
1298,1301,['00160']
1301,1302,"['00160', '015B0', '00170', '015D0']"
1302,1303,"['00160', '015B0', '00170', '015D0']"
1303,1304,"['00160', '00170']"
1304,1305,"['00160', '00170']"
1305,1320,['00160']
1320,1321,['00160']
1321,1322,['00160']
1322,1323,['00160']
1323,2966,['00160']
2966,2967,['00160']
2967,2968,"['00160', '01611', '01161']"
2968,2969,"['00160', '01611', '01161']"
2969,2970,"['00160', '01611', '01161']"
2970,1289,['00160']
1289,2971,['00160']
2971,5051,['00160']
5051,2975,['00160']
2975,1299,['00160']
1299,1300,['00160']
1300,7068,['00160']
7068,1324,['00160']
1324,5052,['00160']
1445,7078,"['00660', '00670', '00690', '066A0', '00260', '00250']"
1449,1451,"['00660', '00670', '00250']"
1451,2191,"['00660', '00670', '00250']"
7239,4401,"['00660', '00670', '025B0', '066A0', '00260', '00250', '025D0']"
4401,2213,"['00660', '00670', '025B0', '066A0', '00250', '066X0', '025X0', '025D0', '051D0']"
3954,1450,['00660']
1450,3955,['00660']
3959,3960,"['00660', '066X0']"
3960,3961,['00660']
3961,3962,['00660']
3962,3963,['00660']
3963,3964,['00660']
3964,3965,"['00660', '066X0']"
3965,3968,"['00660', '066X0']"
3968,3966,"['00660', '066X0']"
3966,5113,['00660']
5113,3918,"['00660', '066X0']"
3918,5114,"['00660', '066X0']"
5114,7187,['00660']
7187,7391,['00660']
4863,4864,['01501']
4864,4577,['01501']
4577,1100,['01501']
1100,100,"['01501', '054A1']"
100,1111,"['01501', '054A1']"
1111,2323,['01501']
2323,2324,['01501']
2324,2326,['01501']
2326,5150,['01501']
5150,2327,['01501']
2327,2328,['01501']
2329,2330,['01501']
2330,2331,['01501']
2331,1397,['01501']
1397,1398,['01501']
1398,1399,['01501']
1399,5148,['01501']
5148,1401,['01501']
1401,1402,['01501']
1402,1403,['01501']
1403,1404,['01501']
1404,1405,['01501']
1405,4856,['01501']
4856,4857,['01501']
4857,307,['01501']
307,308,['01501']
308,4865,['01501']
4865,309,['01501']
309,4578,['01501']
4578,7412,['01501']
7412,7413,['01501']
7413,2383,['01501']
2383,2003,"['01501', '056A1', '054A1']"
2003,2325,['01501']
2325,1358,['01501']
1358,4494,['01501']
248,249,"['00140', '014C0']"
249,250,"['00140', '014C0']"
250,251,"['00140', '01040']"
251,252,['00140']
252,255,"['00140', '014C0']"
255,234,"['00140', '014C0']"
234,235,"['00140', '014C0']"
235,1190,"['00140', '014C0']"
1190,1191,"['00140', '014C0']"
1191,1192,['00140']
1192,1193,"['00140', '031D0']"
1193,1195,['00140']
1195,664,"['00140', '014C0']"
665,667,['00140']
619,236,['00140']
236,675,['00140']
675,4415,"['00140', '027B1', '014C0']"
4415,1194,['00140']
1194,301,['00140']
301,666,['00140']
666,336,['00140']
336,7581,"['00140', '01420']"
7581,1283,"['00140', '015B0', '01400', '01420', '015A0', '015D0']"
1080,2914,['00140']
2914,2989,['00140']
2989,2990,['00140']
2990,1042,['00140']
1042,1043,['00140']
1043,1044,['00140']
1044,4710,['00140']
4710,1046,['00140']
1046,1047,['00140']
1047,1048,['00140']
1048,1049,['00140']
1049,4333,['00140']
2856,1081,['00140']
1081,2857,['00140']
2862,1045,['00140']
1045,2863,['00140']
2863,2864,['00140']
4486,2865,['00140']
2866,6044,['00140']
917,918,['029A1']
918,919,['029A1']
919,7551,['029A1']
7551,4800,['029A1']
4800,5157,['029A1']
5157,5154,['029A1']
5154,4804,['029A1']
4804,738,['029A1']
738,739,['029A1']
739,740,['029A1']
740,741,['029A1']
741,742,['029A1']
742,743,['029A1']
743,744,['029A1']
744,745,['029A1']
745,950,['029A1']
950,600,['029A1']
600,654,['029A1']
654,655,['029A1']
655,656,['029A1']
656,657,['029A1']
657,658,['029A1']
658,659,['029A1']
659,915,['029A1']
915,604,['029A1']
604,916,['029A1']
916,605,['029A1']
605,606,"['029A1', '00311', '00321', '031B1', '031D1', '031A1']"
606,607,"['029A1', '00311', '00321', '031B1', '031D1', '031A1']"
607,608,"['029A1', '00311', '00321', '031B1', '031D1', '031A1']"
608,609,"['029A1', '00311', '00321', '031B1', '031A1']"
609,610,"['029A1', '00311', '031B1', '031A1']"
610,611,"['029A1', '00311', '031B1', '031A1']"
611,612,"['029A1', '00311', '031B1', '031A1']"
612,613,"['029A1', '00311', '00321', '031B1', '031A1']"
613,614,"['029A1', '00311', '00321', '031B1', '031A1']"
621,291,['029A1']
400,7581,"['015B0', '015A0', '015D0']"
1016,1018,['015B0']
1018,1020,['015B0']
1079,1081,"['015B0', '015A0']"
1081,2914,"['015B0', '015D0']"
2914,2915,"['015B0', '015D0']"
2915,2916,"['015B0', '015D0']"
2916,396,['015B0']
396,2917,['015B0']
2917,2918,"['015B0', '015D0']"
2918,1300,"['015B0', '015D0']"
1300,1301,"['015B0', '015D0']"
1303,5129,"['015B0', '015D0']"
5130,1135,"['015B0', '015D0']"
1135,7064,"['015B0', '015D0']"
7064,7066,"['015B0', '015D0']"
7066,2924,"['015B0', '015D0']"
2924,2925,"['015B0', '00610', '015D0']"
2925,7442,['015B0']
7442,7446,['015B0']
7446,7070,['015B0']
7070,7445,['015B0']
7445,6339,['015B0']
6339,6324,['015B0']
6324,1017,['015B0']
1017,6325,['015B0']
6325,6341,['015B0']
6341,6277,['015B0']
6277,6278,['015B0']
6278,6279,['015B0']
6279,395,['015B0']
395,6280,['015B0']
6280,1080,['015B0']
1080,1019,['015B0']
5044,4433,['00431']
4433,3752,['00431']
7594,3690,"['00431', '033B1', '041A1', '041B1']"
6117,3655,['00431']
3655,5086,['00431']
5086,3656,['00431']
3656,3657,['00431']
3657,3658,['00431']
3658,7329,['00431']
7329,3659,['00431']
3659,3660,['00431']
3660,3647,['00431']
1213,1215,['00431']
1216,1217,['00431']
1270,1273,['00431']
615,1214,['00431']
1214,616,['00431']
1184,1272,['00431']
1272,1276,['00431']
4359,4360,['00180']
4360,4361,['00180']
4361,2202,['00180']
2202,2203,['00180']
2203,2204,['00180']
2204,4888,['00180']
4888,4799,['00180']
2697,2700,"['00180', '00791', '079A1']"
2700,2701,"['00180', '00791', '079A1']"
2701,2702,"['00180', '00791', '079A1']"
2702,2784,['00180']
2784,2785,['00180']
2785,2786,['00180']
2786,2787,['00180']
2787,2181,['00180']
2185,1421,['00180']
1421,2317,['00180']
2317,2318,"['00180', '01500']"
2318,2319,"['00180', '01500']"
2319,2464,['00180']
2464,2465,"['00180', '00171']"
2465,2466,"['00180', '00171', '00831', '083A1']"
2466,2467,"['00180', '00831', '083A1']"
2467,2494,"['00180', '00831', '083A1']"
2494,2495,"['00180', '00831', '083A1']"
2495,2496,"['00180', '00831', '083A1']"
2496,2497,"['00180', '00831', '083A1']"
2497,2471,"['00180', '00831', '083A1']"
2471,2472,"['00180', '00831', '083A1']"
2472,2473,"['00180', '00831', '083A1']"
2473,2474,"['00180', '00831', '083A1']"
2474,2475,"['00180', '00831', '083A1']"
2475,2476,"['00180', '00831', '083A1']"
2476,2477,"['00180', '00831', '083A1']"
2477,2478,"['00180', '00831', '083A1']"
2478,4527,['00180']
4527,2788,['00180']
2788,2789,['00180']
2789,2790,['00180']
2790,903,['00180']
903,904,"['00180', '00111']"
904,779,['00180']
779,780,"['00180', '039A0', '067X0', '066X0', '025X0']"
780,781,"['00180', '067X0', '066X0', '025X0']"
781,2796,['00180']
2796,2797,['00180']
2797,414,['00180']
417,2800,['00180']
2800,2801,['00180']
2801,7599,['00180']
7599,375,['00180']
7097,7098,"['040D1', '02380']"
7098,7099,"['040D1', '02380']"
7099,7100,"['040D1', '02380']"
7100,7101,"['040D1', '02380']"
7101,7505,"['040D1', '02380']"
7505,5071,"['040D1', '02380']"
5071,7073,['040D1']
7073,5072,['040D1']
5072,4321,"['040D1', '02361']"
4321,7342,['040D1']
7344,2510,"['040D1', '02201']"
2510,7242,"['040D1', '017A0', '02201']"
7242,7238,"['040D1', '017A0', '02201']"
7238,7224,"['040D1', '017A0', '02201']"
7224,1581,"['040D1', '017A0', '02201']"
1581,1582,['040D1']
1582,4793,['040D1']
4793,6068,"['040D1', '017A0', '02201']"
6068,1584,"['040D1', '017A0', '02201']"
1584,983,"['040D1', '017A0']"
983,984,"['040D1', '017A0', '040B1']"
984,985,"['040D1', '017A0', '040B1']"
985,1529,"['040D1', '040B1']"
1529,4542,"['040D1', '040B1']"
4542,1531,"['040D1', '01400', '040B1']"
1531,1532,"['040D1', '01400', '02200', '040B1']"
1532,1533,"['040D1', '01400', '040B1']"
839,840,['040D1']
841,49,"['040D1', '040B1']"
52,4725,"['040D1', '040B1']"
4725,6071,['040D1']
5171,7620,"['00161', '016C1']"
7620,2976,"['00161', '016C1']"
2976,2977,"['00161', '016C1']"
2977,2978,"['00161', '016C1']"
2978,2979,"['00161', '01160', '016C1']"
2979,2980,"['00161', '01610', '01160', '016C1']"
2980,2981,"['00161', '01610', '01160', '016C1']"
2981,2991,"['00161', '016C1']"
2991,2992,['00161']
2992,1325,['00161']
1325,1326,"['00161', '016C1']"
1326,1327,"['00161', '016C1']"
1327,1328,"['00161', '016C1']"
1328,1329,"['00161', '016C1']"
1330,1331,"['00161', '00171', '016C1']"
1331,1332,"['00161', '015B1', '00171', '015D1', '016C1']"
1332,1333,"['00161', '015B1', '00171', '015D1', '016C1']"
1333,1334,"['00161', '015B1', '00171', '015D1']"
1334,1335,"['00161', '00171']"
1335,1336,"['00161', '00171', '016C1']"
1336,1337,"['00161', '016C1']"
1347,7621,['00161']
7621,1348,['00161']
1349,1352,['00161']
1352,1353,"['00161', '00651', '068A1', '01221', '065B1', '00681', '00831', '083A1', '016C1']"
1353,7589,"['00161', '068A1', '01221', '065B1', '00681', '01421', '016C1']"
1359,320,"['00161', '016C1']"
320,278,"['00161', '00111']"
7615,12,['00161']
205,215,['00161']
215,216,['00161']
216,217,"['00161', '00141']"
217,218,['00161']
218,219,"['00161', '01040']"
219,220,"['00161', '01040']"
220,1350,['00161']
1350,1622,['00161']
1625,7293,['00161']
7293,1626,['00161']
1630,7347,['00161']
7347,8,['00161']
1105,1107,['015A1']
1107,1108,['015A1']
1108,1109,['015A1']
1109,1110,['015A1']
1110,1111,['015A1']
1111,1112,['015A1']
1112,1113,['015A1']
1113,1114,['015A1']
1114,1115,['015A1']
1115,2437,['015A1']
2437,1117,"['015A1', '00170']"
1117,1118,"['015A1', '00170']"
1118,1119,"['015A1', '00170']"
1119,1120,"['015A1', '00170']"
1120,1164,['015A1']
1069,1070,"['015A1', '00651', '00141', '015B1', '065B1', '00831', '01401', '015D1', '083A1', '014C1']"
7582,340,"['015A1', '015B1']"
340,407,"['015A1', '015B1']"
7216,7558,"['015A1', '015B1']"
7558,353,"['015A1', '015B1']"
354,7589,['015A1']
7514,2279,['01510']
2279,6251,['01510']
6251,5140,['01510']
5140,1500,['01510']
2312,2314,['01510']
2105,6140,['01510']
6140,6144,['01510']
6144,6145,['01510']
6145,6146,['01510']
6146,6147,['01510']
6147,6149,['01510']
6149,6150,['01510']
6150,2313,['01510']
2313,6143,['01510']
6143,6011,['01510']
6011,2133,"['01510', '00680']"
2133,6244,"['01510', '00680']"
6244,2134,"['01510', '00680']"
2134,2135,['01510']
2135,2164,['01510']
2164,2165,['01510']
4552,4554,['01510']
4554,7016,['01510']
7016,4619,['01510']
4619,301,['01510']
7270,7269,['00651']
7269,7266,['00651']
7266,7265,['00651']
7265,7262,['00651']
7262,7261,['00651']
7261,7259,['00651']
7259,7256,['00651']
7256,7255,['00651']
7255,7249,['00651']
7249,7253,['00651']
7253,7251,['00651']
7251,4051,['00651']
4051,4052,['00651']
4052,4054,['00651']
4054,4055,['00651']
4055,4057,['00651']
4057,4101,['00651']
4101,4102,['00651']
4102,4058,['00651']
4058,4059,['00651']
4059,4060,['00651']
4060,4061,['00651']
4061,4063,['00651']
4063,4064,['00651']
4064,4056,['00651']
4056,4133,['00651']
4133,4065,['00651']
4065,4066,['00651']
4066,4067,['00651']
4067,4068,['00651']
4068,4069,['00651']
4069,4070,['00651']
4070,4071,['00651']
4071,4072,['00651']
4072,2583,['00651']
2583,2584,['00651']
2584,2585,['00651']
2585,2586,['00651']
2586,2587,['00651']
2587,2588,['00651']
2588,2589,['00651']
2589,2590,['00651']
2357,2358,['00651']
2358,2359,['00651']
4435,2594,"['00651', '054A1']"
2594,2595,"['00651', '054A1']"
2595,2596,"['00651', '054A1']"
2596,2597,"['00651', '054A1']"
2597,2599,"['00651', '054A1']"
2599,2600,['00651']
2600,1155,"['00651', '065B1']"
1072,1352,"['00651', '065B1', '083A1']"
1353,1355,"['00651', '00831', '083A1']"
1357,1358,"['00651', '065B1']"
1358,7564,"['00651', '065B1']"
3181,451,"['00111', '00471', '01161']"
451,447,"['00111', '00471', '01161']"
453,454,['00111']
454,4475,['00111']
4475,3023,['00111']
3023,3024,['00111']
3024,3025,['00111']
3025,3026,['00111']
3026,3027,['00111']
3027,3028,['00111']
3028,3029,['00111']
3029,3030,['00111']
3030,3031,['00111']
3031,875,['00111']
875,876,"['00111', '00171']"
876,878,['00111']
878,879,['00111']
879,880,['00111']
880,881,['00111']
881,882,['00111']
882,883,['00111']
883,884,['00111']
887,903,['00111']
904,906,['00111']
909,793,['00111']
7602,22,['00111']
22,23,['00111']
23,24,['00111']
24,25,['00111']
25,27,['00111']
28,4680,['00111']
4680,31,['00111']
31,32,['00111']
32,33,['00111']
33,786,['00111']
786,7220,['00111']
7220,6122,['00111']
6122,29,['00111']
4525,4526,['01220']
4526,1700,['01220']
1702,16,"['01220', '070D1']"
16,73,['01220']
73,74,['01220']
74,4371,['01220']
4371,832,['01220']
832,833,['01220']
833,77,['01220']
82,83,['01220']
83,84,['01220']
84,51,['01220']
52,263,['01220']
263,271,['01220']
271,1278,['01220']
1278,1282,"['01220', '00090', '00680', '068A0']"
1285,1286,"['01220', '00090', '00680', '068A0']"
1286,1288,"['01220', '00090', '00680', '068A0']"
1288,1289,"['01220', '00090', '00680', '068A0']"
1289,1360,"['01220', '00680', '068A0']"
1360,1362,"['01220', '00680', '068A0']"
1362,1363,"['01220', '00680', '068A0']"
1363,1364,"['01220', '00680', '068A0']"
1364,1365,"['01220', '00680', '068A0']"
1365,1366,"['01220', '00680', '068A0']"
1366,1367,"['01220', '00171', '00680', '068A0']"
1367,7455,['01220']
7455,7438,['01220']
7438,1410,['01220']
1410,1411,['01220']
1411,1412,['01220']
1412,1413,['01220']
1413,1414,['01220']
1414,1415,['01220']
1415,1417,['01220']
1417,1418,['01220']
1418,5149,['01220']
956,958,['017A1']
958,959,['017A1']
959,960,['017A1']
960,961,['017A1']
961,962,['017A1']
962,963,['017A1']
963,964,['017A1']
964,965,['017A1']
965,966,['017A1']
966,967,['017A1']
967,968,['017A1']
968,1252,['017A1']
1252,1228,['017A1']
1228,1244,['017A1']
1244,4597,['017A1']
4597,1246,['017A1']
1246,1229,"['017A1', '027B0']"
1229,5174,['017A1']
5174,6078,"['017A1', '027B0']"
6078,7112,['017A1']
7112,972,['017A1']
972,973,['017A1']
973,974,['017A1']
974,975,['017A1']
975,5055,['017A1']
5055,976,['017A1']
976,127,['017A1']
127,957,['017A1']
957,112,['017A1']
113,128,['017A1']
128,129,['017A1']
129,130,['017A1']
130,131,['017A1']
131,132,['017A1']
132,7458,['017A1']
7458,979,['017A1']
979,980,['017A1']
980,981,"['017A1', '040D0', '040B0']"
981,1576,"['017A1', '040D0']"
1576,1577,"['017A1', '040D0', '02200']"
1577,1578,"['017A1', '040D0', '02200']"
1578,4364,"['017A1', '040D0', '02200']"
4364,1579,"['017A1', '040D0']"
1579,1580,"['017A1', '040D0']"
1580,7237,"['017A1', '040D0', '02200']"
7237,7241,"['017A1', '040D0', '02200']"
7241,7247,"['017A1', '02200']"
7247,7243,"['017A1', '02200']"
7243,7334,['017A1']
2338,2290,"['017A1', '02200']"
2290,6179,"['017A1', '02200']"
6179,6180,['017A1']
6180,7297,['017A1']
7297,7389,['017A1']
7389,7025,"['017A1', '039A0']"
3284,3285,['00631']
3285,7324,['00631']
7324,5106,['00631']
5106,4396,"['00631', '00630']"
4396,4773,"['00631', '00630']"
4773,4393,"['00631', '00630']"
4393,4395,"['00631', '00630']"
4395,4313,"['00631', '00630']"
4313,7373,['00631']
7373,3289,['00631']
3289,3290,['00631']
3290,5168,['00631']
5168,3291,['00631']
3291,3292,['00631']
3292,3293,['00631']
3293,3294,['00631']
3294,3295,['00631']
3295,3296,['00631']
3296,3297,['00631']
3297,3298,['00631']
3298,3260,['00631']
3260,3261,['00631']
3261,3262,['00631']
3262,3153,['00631']
3153,7362,['00631']
3129,7634,['00631']
7634,3249,['00631']
3249,7637,['00631']
7637,2023,['00631']
2025,2026,['00631']
2026,2027,['00631']
2027,2028,['00631']
2028,2029,['00631']
2029,2030,['00631']
2030,2031,['00631']
2032,2034,['00631']
7576,7586,"['00390', '00700']"
7587,328,['00390']
328,1443,"['00390', '039A0']"
1911,1913,"['00390', '039A0', '00700']"
1913,1914,"['00390', '00700']"
1914,1805,"['00390', '039A0', '00700']"
1805,1806,"['00390', '039A0', '00700']"
1808,1813,"['00390', '038A0']"
1814,7588,['00390']
7588,1852,['00390']
1852,1853,['00390']
1853,1854,['00390']
1854,1844,['00390']
1844,6172,['00390']
4362,7495,['00390']
7495,7025,['00390']
7025,4464,"['00390', '039A0']"
4464,1869,"['00390', '039A0', '02201']"
1869,1870,"['00390', '039A0', '02201']"
1870,1872,['00390']
1872,1873,"['00390', '039A0', '02201']"
1873,1874,"['00390', '039A0', '02201']"
1874,1875,"['00390', '039A0', '02201']"
1875,1876,"['00390', '039A0', '02201']"
1876,1877,"['00390', '039A0', '02201']"
1877,1878,"['00390', '039A0', '02201']"
1878,1879,"['00390', '039A0', '02201']"
1879,1899,"['00390', '039A0']"
1899,1887,['00390']
1887,1889,['00390']
1889,1890,"['00390', '02390']"
1890,7240,['00390']
7240,1891,['00390']
1891,7156,['00390']
7156,7020,['00390']
7020,7029,"['00390', '039A0']"
7029,7038,"['00390', '039A0', '039X0']"
7038,7011,"['00390', '039A0', '039X0']"
7011,2171,"['00390', '039A0']"
2171,7160,"['00390', '039A0']"
7160,7047,"['00390', '039A0', '039X0']"
7047,7161,"['00390', '039A0', '039X0']"
7161,7162,"['00390', '039A0', '039X0']"
7162,1871,['00390']
1871,1888,['00390']
2621,2622,['056A1']
2622,2750,['056A1']
2750,2751,['056A1']
2751,2752,['056A1']
2752,2753,['056A1']
2753,2754,['056A1']
2754,2755,['056A1']
2755,2756,['056A1']
2756,2764,['056A1']
2764,7178,['056A1']
7178,2765,['056A1']
2765,2766,['056A1']
2766,2767,['056A1']
2767,2772,['056A1']
2772,2768,['056A1']
2768,2769,['056A1']
2769,2770,['056A1']
2770,2771,['056A1']
2771,2773,['056A1']
2773,2774,['056A1']
2774,2777,['056A1']
2777,2775,['056A1']
2775,2181,['056A1']
2380,4344,['056A1']
4344,5099,['056A1']
2003,1358,"['056A1', '054A1']"
354,2382,['056A1']
6041,2826,"['00141', '014C1']"
2826,2842,"['00141', '014C1']"
2843,2844,['00141']
2844,2845,['00141']
4336,1051,"['00141', '014C1']"
1051,1052,"['00141', '014C1']"
1052,1053,"['00141', '014C1']"
1053,1054,"['00141', '014C1']"
1054,1036,"['00141', '014C1']"
1036,1037,['00141']
1037,2998,['00141']
2998,1038,['00141']
1038,2999,['00141']
2999,3000,"['00141', '014C1']"
3000,3001,"['00141', '014C1']"
3001,3002,"['00141', '015B1', '015D1', '014C1']"
3002,1166,"['00141', '015B1', '015D1', '014C1']"
7582,297,"['00141', '014C1']"
297,496,['00141']
496,7490,"['00141', '00320', '029A0', '00530', '031A0', '031B0']"
515,4709,['00141']
4709,516,['00141']
4382,1185,['00141']
1185,1186,"['00141', '031D1']"
1186,1187,"['00141', '031D1']"
1187,1188,"['00141', '031D1']"
1188,216,['00141']
217,242,['00141']
242,243,"['00141', '01041']"
243,244,['00141']
244,245,"['00141', '01041']"
245,246,['00141']
246,248,['00141']
248,7589,['00141']
4341,4348,"['00761', '076A1']"
4646,2363,['00761']
2363,2364,"['00761', '076A1']"
2364,2618,"['00761', '076A1']"
2618,5011,"['00761', '076A1']"
5011,2762,"['00761', '076A1']"
2762,2110,"['00761', '076A1']"
2110,2111,"['00761', '076A1']"
2111,2112,"['00761', '076A1']"
2112,2114,"['00761', '076A1']"
2114,2115,"['00761', '00680', '076A1']"
2115,2116,"['00761', '076A1']"
2116,2117,"['00761', '076A1']"
2117,2118,"['00761', '076A1']"
2118,2120,['00761']
4799,2687,['00761']
2687,2205,['00761']
2205,2688,['00761']
2697,4414,"['00761', '076A1']"
4414,5009,"['00761', '076A1']"
5009,2199,['00761']
2199,4647,['00761']
4647,2119,['00761']
4381,935,['01020']
935,913,['01020']
913,914,"['01020', '00320']"
914,938,['01020']
938,940,"['01020', '032X1']"
940,942,['01020']
942,943,"['01020', '00320', '032X1']"
943,3599,"['01020', '00320', '042D1', '032X1']"
3599,3610,"['01020', '032X1']"
3610,6135,['01020']
6135,3613,['01020']
3613,3615,"['01020', '00420', '01421', '042D0']"
3615,3616,"['01020', '00420', '01421']"
3616,3618,"['01020', '032X1']"
3618,3619,"['01020', '00320', '032X1']"
3619,3620,"['01020', '00320']"
3620,3622,"['01020', '00320']"
3622,3623,"['01020', '00320', '032X1']"
3623,4387,"['01020', '00320', '032X1']"
4387,3635,['01020']
3635,905,"['01020', '01420']"
905,4331,"['01020', '01420', '042D1', '032X1']"
4331,3641,['01020']
3641,6010,['01020']
6010,3656,"['01020', '01420', '042D1']"
3653,1039,['01020']
1039,1040,['01020']
1040,6054,['01020']
6054,4330,"['01020', '041B0', '00430']"
4330,3691,['01020']
3702,3088,['01020']
3088,3705,['01020']
3705,3704,['01020']
3704,733,['01020']
733,6015,['01020']
6015,788,['01020']
788,815,['01020']
815,816,['01020']
816,3663,['01020']
3663,936,['01020']
936,7348,['01020']
7348,941,['01020']
