origen_stop,dest_stop,lines
2435,2436,"['00091', '00170']"
2436,2437,"['00091', '00170']"
2437,2438,['00091']
2438,2439,"['00091', '054A1']"
2439,2440,"['00091', '054A1']"
2440,2441,"['00091', '054A1']"
2441,2442,"['00091', '054A1']"
2442,2443,"['00091', '054A1']"
2443,2444,"['00091', '054A1']"
2444,1344,"['00091', '054A1']"
1344,1345,"['00091', '00491', '00161', '054A1']"
1345,1347,"['00091', '00491', '00161', '054A1']"
1347,1348,"['00091', '016C1']"
1348,1349,"['00091', '00161', '068A1', '01221', '00681', '016C1']"
1349,1350,"['00091', '068A1', '01221', '00681', '016C1']"
1350,1352,"['00091', '068A1', '01221', '00681', '016C1']"
1352,7589,['00091']
7589,1355,"['00091', '00161', '01221', '065B1', '016C1']"
1355,1357,"['00091', '00161', '00651', '068A1', '01221', '065B1', '00831', '083A1', '016C1']"
1357,1359,"['00091', '00161', '01221', '00831', '083A1']"
281,4,"['00091', '007A1', '007D1', '00071', '007B1']"
4,194,['00091']
194,195,"['00091', '00041', '01401']"
195,1353,['00091']
1353,196,['00091']
196,197,"['00091', '00041', '00831', '01401', '083A1']"
197,198,"['00091', '00041', '00831', '01401', '083A1']"
198,199,"['00091', '00041', '00831', '01401', '083A1']"
199,200,"['00091', '00041', '00831', '083A1']"
200,201,"['00091', '00041', '00831', '083A1']"
201,148,"['00091', '00041']"
148,149,"['00091', '00041']"
149,150,"['00091', '00041']"
150,27,"['00091', '00041']"
91,129,['00091']
129,131,['00091']
131,164,['00091']
164,165,['00091']
165,166,['00091']
166,7458,['00091']
7458,4479,['00091']
4479,4376,['00091']
4376,4377,['00091']
4377,4890,['00091']
4890,4369,"['00091', '02201', '00831', '083A1']"
4369,6219,"['00091', '00831', '083A1']"
6219,6229,"['00091', '01400', '083A1']"
6229,7131,['00091']
7131,130,['00091']
4688,4689,"['00401', '02391', '051D0']"
4689,4410,"['00401', '02391', '051D0']"
4410,2678,"['00401', '02391', '051D0']"
2678,2679,"['00401', '051D0']"
2679,2680,"['00401', '051D0']"
2680,2676,['00401']
2676,2118,['00401']
2118,2119,"['00401', '076A1']"
2119,2120,"['00401', '076A1']"
2120,2121,"['00401', '00761', '076A1']"
2121,2123,"['00401', '00761', '076A1']"
2123,2685,"['00401', '00761', '076A1']"
2685,4795,"['00401', '00761', '076A1']"
4795,2686,"['00401', '00761', '076A1']"
2686,7510,"['00401', '00761', '076A1']"
7510,4799,"['00401', '00761', '076A1']"
4799,2205,"['00401', '00180', '076A1']"
2205,2687,"['00401', '00180', '076A1']"
2687,2688,"['00401', '00180', '076A1']"
2688,2689,"['00401', '00180', '00761', '076A1']"
2689,2696,"['00401', '00180', '00761', '076A1']"
2696,2697,"['00401', '00180', '00761', '076A1', '00791', '079A1']"
2697,2713,['00401']
2713,2714,['00401']
2714,2715,['00401']
2715,2716,['00401']
2716,2718,['00401']
2718,2719,"['00401', '00791']"
2719,1989,['00401']
1358,319,['00401']
319,279,['00401']
279,7,['00401']
15,834,"['00401', '040D0', '040B0']"
834,835,"['00401', '040D0', '040B0']"
835,836,"['00401', '040D0', '040B0']"
836,837,"['00401', '040D0', '040B0']"
837,1506,"['00401', '040D0', '040B0']"
1506,1507,"['00401', '040D0', '040B0']"
1507,1509,['00401']
1509,1510,"['00401', '040D0', '01401', '040B0']"
1510,1511,"['00401', '040D0', '040B0']"
1511,1592,['00401']
1592,1593,"['00401', '02200']"
1593,1594,"['00401', '02200']"
1594,1595,['00401']
1595,1596,['00401']
1596,987,['00401']
987,4363,['00401']
4363,1598,"['00401', '02200']"
1598,1597,"['00401', '02200']"
1597,1599,"['00401', '02200']"
1599,1573,['00401']
1573,1280,['00401']
1280,1574,['00401']
1574,6348,['00401']
6348,1575,['00401']
1575,4583,"['00401', '02200']"
4583,1518,['00401']
1518,1508,['00401']
1508,1519,['00401']
1519,1520,"['00401', '040B0']"
1520,1521,['00401']
1521,4546,"['00401', '040B0']"
4546,1559,"['00401', '040B0']"
1559,4937,['00401']
4937,1547,['00401']
1547,1548,['00401']
1548,7661,['00401']
326,1443,"['00790', '079A0']"
4407,2637,"['00790', '025B0', '025A0', '079A0', '025X0', '051D0']"
2637,2638,"['00790', '079A0', '051D0']"
2638,2640,['00790']
2640,2641,"['00790', '00690']"
2641,2643,['00790']
2643,2644,['00790']
2644,2645,"['00790', '079A0']"
2645,2646,"['00790', '079A0']"
2646,2647,"['00790', '079A0']"
2647,2648,"['00790', '079A0']"
2648,2649,"['00790', '079A0']"
2649,2650,"['00790', '079A0']"
2650,2652,"['00790', '079A0']"
2652,2654,"['00790', '079A0']"
2654,2655,"['00790', '00181', '079A0']"
2656,2657,"['00790', '079A0']"
2657,2658,"['00790', '079A0']"
2658,2659,"['00790', '079A0']"
2659,2660,"['00790', '079A0']"
2660,2661,['00790']
2661,2662,['00790']
2662,2909,"['00790', '079A0']"
2909,2906,['00790']
2906,2907,['00790']
2907,2908,['00790']
2908,2653,['00790']
1078,2532,['065B0']
2532,4877,"['065B0', '00490']"
4877,4878,"['065B0', '00490']"
4878,7180,"['065B0', '00490']"
7180,7331,['065B0']
7331,2559,['065B0']
2559,2560,['065B0']
4927,4928,['065B0']
4928,2352,['065B0']
2574,2575,['065B0']
2575,1079,['065B0']
1079,4929,['065B0']
4929,1081,['065B0']
1082,7460,['065B0']
7460,4930,['065B0']
4930,1083,['065B0']
1083,4931,['065B0']
4931,1085,['065B0']
1085,7459,['065B0']
7459,1121,['065B0']
2550,2516,['065B0']
2516,2518,['065B0']
2518,4749,"['065B0', '00490']"
4749,4871,['065B0']
4871,4872,['065B0']
4872,4873,['065B0']
4873,4874,['065B0']
4874,1080,['065B0']
1080,4750,['065B0']
4750,3006,['065B0']
3006,2517,['065B0']
4320,1476,['01450']
7622,334,['01450']
756,757,"['01450', '077X1', '066X1', '051X1', '041X1', '025X1', '01160', '007D0', '007B0']"
757,758,"['01450', '077X1', '066X1', '051X1', '041X1', '025X1', '01160', '007D0', '007B0']"
2008,2009,"['01450', '00170', '01160', '007D0', '007B0']"
7353,4571,['01450']
2017,3259,['01450']
3259,7361,['01450']
7361,7362,['01450']
7362,3129,"['01450', '00631']"
3129,7638,['01450']
3132,3134,['01450']
3134,3135,"['01450', '084A0']"
3135,3136,"['01450', '084A0']"
4125,4127,"['01450', '084A0']"
7294,4132,['01450']
4132,4171,['01450']
4171,4172,['01450']
4172,4173,['01450']
4173,2962,['01450']
2962,2963,['01450']
2963,2964,['01450']
2964,3133,['01450']
3133,4175,['01450']
4175,5091,"['01450', '045A0']"
5091,5092,"['01450', '045A0']"
5092,7574,['01450']
7574,4126,['01450']
6318,6319,['00150']
6319,7246,['00150']
7246,6320,['00150']
6320,4594,['00150']
4594,4595,['00150']
4595,4596,"['00150', '027X1']"
1218,1270,"['00150', '00421', '00431']"
1270,1272,"['00150', '00421']"
1272,1273,['00150']
1275,1276,"['00150', '00421', '027X1']"
1276,1277,"['00150', '00421', '027X1']"
664,666,['00150']
619,4415,['00150']
4415,665,['00150']
665,301,['00150']
4495,7581,['00150']
7581,675,['00150']
675,1283,['00150']
1283,7579,"['00150', '00140', '015B0', '01400', '01420', '015A0', '015D0']"
7579,1285,"['00150', '00140', '015B0', '01400', '01420', '015A0', '015D0']"
1018,5190,['00150']
5190,1076,['00150']
1076,1078,['00150']
1078,1077,['00150']
1077,1079,['00150']
1127,1020,['00150']
1020,1130,['00150']
1130,1140,"['00150', '00490']"
1140,1141,['00150']
1141,1142,['00150']
1142,1143,['00150']
1143,1145,['00150']
1145,4869,['00150']
4869,4870,['00150']
4870,6283,['00150']
6283,6282,['00150']
6282,1019,['00150']
1019,1144,['00150']
1144,3007,['00150']
7333,783,"['038B0', '00380', '00390', '00700', '038D0', '038A0', '039X0']"
783,784,"['038B0', '00390', '00700', '038D0', '038A0', '067X0', '066X0', '025X0']"
784,785,"['038B0', '00390', '00700', '038D0', '038A0', '067X0', '025X0']"
785,786,"['038B0', '00380', '00370', '00390', '039A0', '00700', '038D0', '038A0', '067X0', '025X0']"
786,793,"['038B0', '00380', '00370', '00390', '039A0', '00700', '038D0', '038A0']"
793,7576,"['038B0', '00111', '00390', '00700', '038D0']"
7576,401,"['038B0', '00111', '038D0']"
401,274,"['038B0', '00380', '038D0', '038A0']"
274,2,"['038B0', '00380', '038D0', '038A0']"
2,192,"['038B0', '00380', '038D0', '038A0']"
192,795,"['038B0', '00380', '038D0', '038A0']"
795,796,"['038B0', '00380', '038D0', '038A0']"
796,57,"['038B0', '00380', '038D0', '038A0']"
57,58,"['038B0', '00380', '038D0', '038A0']"
58,59,"['038B0', '00380', '01221', '038D0', '038A0']"
59,60,"['038B0', '00380', '01221', '038D0', '038A0']"
60,1802,"['038B0', '00380', '038D0', '038A0']"
1802,1795,"['038B0', '038D0', '038A0']"
1795,1806,"['038B0', '038D0', '038A0']"
1806,1660,"['038B0', '00380', '00390', '039A0', '00700', '038D0', '038A0']"
1660,1661,"['038B0', '00380', '00370', '00390', '01221', '00700', '038D0', '038A0', '070D0']"
1661,1662,"['038B0', '00380', '00370', '00390', '00700', '038D0', '038A0', '070D0']"
1662,1664,"['038B0', '00380', '00370', '00390', '039A0', '00700', '038D0', '038A0', '070D0']"
1664,1665,"['038B0', '00380', '00370', '00390', '039A0', '00700', '038D0', '038A0', '070D0']"
1665,1666,"['038B0', '00380', '00370', '00390', '039A0', '00700', '038D0', '038A0', '070D0']"
1666,1807,"['038B0', '00380', '00390', '039A0', '00700', '038D0', '038A0']"
1807,7167,"['038B0', '00390', '00700', '038D0', '038A0']"
7167,1808,"['038B0', '00390', '00700', '038D0']"
1808,1816,['038B0']
1816,6171,"['038B0', '00380', '017A0', '02360']"
6171,4974,"['038B0', '00380', '017A0', '02360']"
4974,4976,"['038B0', '017A0', '02360']"
4976,7126,"['038B0', '00380', '02360']"
7126,7124,"['038B0', '00380', '040D0', '02200', '02360']"
7124,7343,"['038B0', '00380', '040D0', '02200', '02360']"
7343,7318,"['038B0', '040D0', '02200']"
7318,4980,"['038B0', '02200']"
4980,2289,"['038B0', '02380']"
2289,1822,['038B0']
1822,4994,"['038B0', '038A0']"
4994,4995,"['038B0', '00380', '038A0']"
4995,4996,"['038B0', '00380', '038A0']"
4996,1826,"['038B0', '00380', '038A0']"
1826,1827,"['038B0', '00380', '02200', '02380', '038A0']"
1827,7382,"['038B0', '00380']"
7382,7381,"['038B0', '00380', '038A0']"
7381,4742,"['038B0', '038A0']"
4742,4743,['038B0']
4743,4745,['038B0']
1772,1774,['01301']
1774,1775,['01301']
1775,1776,['01301']
1776,1777,['01301']
1777,1778,['01301']
1778,1756,['01301']
1756,1755,['01301']
1755,1757,['01301']
1757,1794,['01301']
1794,7469,['01301']
7469,1724,['01301']
1724,1725,['01301']
1725,1726,['01301']
1726,1727,['01301']
1727,1728,['01301']
1728,1729,['01301']
1729,1730,['01301']
1730,1731,['01301']
1731,1732,['01301']
1732,1733,"['01301', '01040']"
1733,1735,['01301']
1735,1736,['01301']
1736,1737,['01301']
1737,1738,['01301']
1738,1739,['01301']
1739,614,['01301']
619,620,['01301']
620,621,"['01301', '029A1']"
621,293,['01301']
293,1773,['01301']
1773,1734,['01301']
1734,675,['01301']
7078,1449,"['066B0', '00660', '00670', '00690', '066A0', '00260', '00250']"
1449,1450,"['066B0', '00690', '066A0', '00260']"
1450,7391,['066B0']
7391,2191,['066B0']
2191,2192,"['066B0', '00660', '00670', '066A0', '00260']"
2192,2193,"['066B0', '00660', '00670', '066A0', '00260']"
2193,2194,"['066B0', '00660', '00670', '066A0', '00260', '00250']"
2194,2195,"['066B0', '00660', '00670', '066A0', '00260', '00250']"
2195,2196,"['066B0', '00660', '00670', '066A0', '00260', '00250']"
2196,2197,"['066B0', '00660', '00670', '066A0', '00260', '00250']"
2197,2198,"['066B0', '00660', '00670', '066A0', '00260', '00250']"
2198,2200,"['066B0', '00660', '00670', '066A0', '00260']"
2200,2201,"['066B0', '00660', '00670', '066A0', '00260']"
2201,7239,"['066B0', '00660', '025B0', '025A0', '066A0', '00260', '00250', '025D0']"
7239,2213,"['066B0', '025A0']"
2213,2214,"['066B0', '00660', '00670', '025B0', '066A0', '067X0', '066X0', '025X0', '025D0']"
2214,2215,"['066B0', '00660', '00670', '025B0', '025A0', '066A0', '00250', '067X0', '066X0', '025X0', '025D0']"
2215,2216,"['066B0', '00660', '00670', '025B0', '025A0', '066A0', '00250', '025X0', '025D0']"
2216,4599,"['066B0', '00660', '00670', '025B0', '025A0', '066A0', '00250', '025X0', '025D0']"
4599,2217,"['066B0', '00660', '00670', '066A0', '00250', '025X0']"
2217,2218,"['066B0', '00660', '00670', '066A0', '00250', '025X0']"
2218,2219,"['066B0', '00660', '00670', '066A0', '00250', '025X0']"
2219,3365,"['066B0', '00660', '00670', '066A0', '025X0']"
3365,3366,"['066B0', '00660', '00670', '066A0', '025X0']"
3366,3367,"['066B0', '00660', '00670', '066A0', '025X0']"
3367,3886,"['066B0', '00660', '00670', '066A0', '025X0']"
3886,3887,"['066B0', '00660', '00670', '066A0', '00250']"
3887,3888,"['066B0', '00660', '00670', '066A0', '00250']"
3888,7186,"['066B0', '00660', '00670', '066A0']"
7186,3954,"['066B0', '00660']"
3954,3955,"['066B0', '066X0']"
3955,3956,"['066B0', '00660']"
3956,3957,"['066B0', '00660', '066A0']"
3957,3958,"['066B0', '00660', '066X0']"
3958,3959,"['066B0', '00660', '066X0']"
3959,7234,['066B0']
7234,4002,['066B0']
4002,5112,['066B0']
5112,4003,['066B0']
4003,493,['066B0']
493,494,"['066B0', '007A1', '00071', '00660', '025B0', '00041', '025A0', '00260', '00250']"
400,346,"['066B0', '00660', '00670', '066A0', '00260']"
346,317,"['066B0', '00660', '00670', '066A0', '00260']"
317,312,"['066B0', '00660', '00670', '066A0', '00260']"
312,1444,"['066B0', '00660', '025B0', '025A0', '066A0', '00260', '00250', '066X0', '025X0', '025D0']"
1445,1451,['066B0']
1451,4401,['066B0']
4401,7187,['066B0']
3607,6051,"['00421', '01420', '042D1']"
6051,6053,"['00421', '01420', '042D1']"
6053,7327,"['00421', '01420', '042D1']"
7327,3629,"['00421', '042D1']"
3629,3631,['00421']
3631,3632,"['00421', '01420', '042D1']"
3632,3634,"['00421', '01420']"
3634,3635,"['00421', '01420', '042D1', '032X1']"
3635,7537,['00421']
7537,905,['00421']
905,7539,['00421']
7539,7540,['00421']
7540,7541,['00421']
7541,7542,['00421']
7542,4331,['00421']
4331,4339,"['00421', '01420', '042D1', '032X1']"
4339,7616,"['00421', '032X1']"
7616,5081,"['00421', '032X1']"
5081,5082,"['00421', '032X1']"
5082,3639,['00421']
3639,3645,['00421']
3645,3647,['00421']
3647,3661,"['00421', '00431']"
3661,3573,"['00421', '00431']"
3573,3662,"['00421', '00431']"
3662,1212,"['00421', '00431']"
1212,1213,"['00421', '00431']"
1213,1217,['00421']
1217,4563,"['00421', '00431']"
1272,3633,['00421']
3633,1273,['00421']
616,3644,['00421']
3644,617,['00421']
675,1184,"['00421', '00431']"
1184,3630,['00421']
3630,7538,['00421']
7538,3646,['00421']
3646,1215,['00421']
1215,1216,"['00421', '00431']"
1216,3636,['00421']
3636,1214,['00421']
4003,4404,['066B1']
4404,4405,['066B1']
4405,3991,['066B1']
3991,3998,"['066B1', '00661', '066X1']"
3998,3999,"['066B1', '00661', '066A1', '066X1']"
3999,4000,"['066B1', '00661', '066A1', '066X1']"
4000,4001,"['066B1', '00661', '066A1', '066X1']"
2243,2244,"['066B1', '00661', '066A1', '00261', '00251']"
2249,2250,"['066B1', '00661', '066A1', '00261', '00251']"
2250,2251,"['066B1', '066A1', '00251']"
4408,1474,"['066B1', '00661']"
2810,7387,"['066B1', '00661', '066A1', '00261']"
7387,2237,['066B1']
2237,1473,['066B1']
3222,3223,"['007A1', '01110', '01111']"
3223,3224,"['007A1', '01110']"
3224,3225,"['007A1', '00071', '01110', '007B1']"
3225,3226,"['007A1', '00071', '01110', '045A1', '007B1']"
3226,3227,"['007A1', '00071', '01110', '045A1', '007B1']"
3227,3228,"['007A1', '00071', '01110', '045A1', '007B1']"
3228,3229,"['007A1', '00071', '045A1', '007B1']"
3229,7472,"['007A1', '045A1', '007B1']"
7472,3230,"['007A1', '01110', '045A1', '007B1']"
3230,3232,"['007A1', '01110']"
3232,3233,"['007A1', '01110']"
3233,3234,"['007A1', '01110']"
3234,4462,"['007A1', '01110']"
4462,3235,"['007A1', '01110']"
3235,3236,"['007A1', '01110']"
3236,3237,"['007A1', '01110', '045A1']"
3237,3238,"['007A1', '045A1']"
3238,3239,"['007A1', '00071', '045A1', '007D0']"
3239,3240,"['007A1', '00071', '045A1', '007D0']"
3240,3068,"['007A1', '00071', '045A1']"
3068,3069,"['007A1', '00071', '045A1', '00591', '01111']"
3069,3070,"['007A1', '00071', '045A1', '00591', '01111']"
3070,2041,"['007A1', '00071']"
2041,3071,"['007A1', '00071']"
3071,3072,"['007A1', '00071']"
3072,3073,"['007A1', '00071']"
3073,3074,"['007A1', '00071']"
3074,3075,"['007A1', '00071']"
3075,7653,['007A1']
7653,3080,['007A1']
3080,3081,['007A1']
3081,3084,['007A1']
478,479,"['007A1', '00071', '00041']"
479,480,"['007A1', '00071', '00041', '027X0']"
480,481,"['007A1', '00071', '00041', '027X0']"
481,482,"['007A1', '00071', '00041', '027X0']"
482,483,"['007A1', '00071', '00041', '027X0']"
483,485,"['007A1', '00071', '00041', '027X0']"
485,487,"['007A1', '00071', '00041']"
487,488,"['007A1', '00071', '01200', '00041']"
488,489,"['007A1', '00071', '01200', '00041']"
489,490,"['007A1', '00071', '01200', '00041']"
490,491,"['007A1', '00071', '01200', '00041']"
491,493,"['007A1', '027X0']"
400,281,"['007A1', '00071']"
4,4962,"['007A1', '00071', '007B1']"
4962,3076,['007A1']
3076,3077,"['007A1', '00071']"
3077,492,['007A1']
492,3079,['007A1']
2353,2357,['00491']
2357,2359,['00491']
2359,7122,['00491']
7122,7121,['00491']
7121,7183,['00491']
7183,4880,"['00491', '065B1']"
4880,2539,"['00491', '065B1']"
2542,3004,['00491']
3004,4756,['00491']
4756,3005,['00491']
3005,4757,['00491']
4757,4758,['00491']
4758,6343,['00491']
6343,4759,"['00491', '065B1']"
4759,4760,"['00491', '065B1']"
4760,2547,"['00491', '065B1']"
1163,1337,['00491']
1337,1338,"['00491', '00161', '016C1']"
1338,1339,"['00491', '00161', '016C1']"
1339,1340,"['00491', '00161', '016C1']"
1340,1341,"['00491', '00161', '016C1']"
1341,1342,"['00491', '00161', '016C1']"
1342,1343,"['00491', '00161', '016C1']"
1343,1344,"['00491', '00161', '016C1']"
1347,2634,"['00491', '054A1']"
2634,2635,['00491']
2635,2636,['00491']
2636,5097,['00491']
5097,2383,['00491']
1358,5192,"['00491', '077X1']"
5192,342,['00491']
412,414,['007A0']
422,423,"['007A0', '084A0']"
423,424,"['007A0', '084A0']"
3033,3036,['007A0']
3041,2035,['007A0']
3204,3205,"['007A0', '045A0']"
3205,3206,"['007A0', '045A0', '01111']"
3206,3207,"['007A0', '01111']"
3207,3208,"['007A0', '01111']"
3208,3209,"['007A0', '01111']"
3209,3210,"['007A0', '01111']"
3210,413,['007A0']
413,4981,['007A0']
4981,3211,"['007A0', '01111']"
3211,3212,"['007A0', '01111']"
3212,3213,"['007A0', '045A0', '01111', '007B0']"
3213,3214,"['007A0', '045A0', '01111', '007B0']"
3217,3218,"['007A0', '045A0', '01111', '007B0']"
3218,3219,"['007A0', '01111', '007B0']"
3219,3220,"['007A0', '01111']"
3220,3221,"['007A0', '01111']"
3221,4982,['007A0']
4982,3034,['007A0']
2042,2044,"['046A1', '01111']"
2044,2043,['046A1']
2043,2045,['046A1']
4569,4570,['046A1']
2058,2060,['046A1']
4728,2059,['046A1']
2059,461,['046A1']
769,7658,['046A1']
7658,770,['046A1']
771,772,"['046A1', '007D1', '039A0', '01181', '046E1', '01161', '066X0']"
772,777,['046A1']
908,773,['046A1']
773,774,"['046A1', '007D1', '039A0', '007B1', '01181', '01161', '067X0', '066X0', '025X0']"
774,775,"['046A1', '007D1', '039A0', '007B1', '01181', '01161', '067X0', '025X0']"
776,909,['046A1']
792,401,"['046A1', '046E1']"
401,320,"['046A1', '00111', '046E1']"
320,796,['046A1']
796,7491,['046A1']
7491,797,['046A1']
797,798,['046A1']
798,278,['046A1']
278,799,['046A1']
799,2,['046A1']
2,801,['046A1']
801,802,['046A1']
802,192,['046A1']
192,803,['046A1']
803,804,['046A1']
804,805,['046A1']
805,795,['046A1']
795,806,['046A1']
806,807,['046A1']
807,800,['046A1']
342,4521,['00490']
4521,1934,['00490']
1934,2385,"['00490', '054A0']"
2385,2386,"['00490', '054A0']"
2386,2388,['00490']
2388,1290,"['00490', '054A0']"
1290,1291,"['00490', '00160', '00090', '054A0']"
1291,1292,"['00490', '00160']"
1292,1293,['00490']
1293,1294,"['00490', '00160']"
1294,1295,"['00490', '00160']"
1295,1297,['00490']
1297,1298,"['00490', '00160']"
1298,1121,['00490']
1140,2387,['00490']
2387,2515,['00490']
2515,2516,['00490']
4749,4750,['00490']
4750,4751,['00490']
4751,4754,['00490']
4754,4755,['00490']
4755,1296,['00490']
1296,3003,['00490']
3003,2522,['00490']
2522,2524,['00490']
2524,2523,['00490']
7180,7123,['00490']
7123,4347,['00490']
3057,3059,['007D1']
3059,3060,"['007D1', '00591', '01111']"
3060,3061,"['007D1', '00591', '01111']"
3061,3062,"['007D1', '00591', '01111']"
3062,3063,"['007D1', '00591', '01111']"
3063,3064,"['007D1', '00591', '01111']"
3064,3065,"['007D1', '00591', '01111']"
3065,3066,"['007D1', '00591', '01111']"
3066,3067,"['007D1', '01111']"
3067,3202,['007D1']
3204,4568,['007D1']
7658,2023,['007D1']
2023,2024,"['007D1', '00631']"
2024,2025,"['007D1', '00631']"
2025,6086,['007D1']
